"Object" "Context" "ObjectResponse" "ContextResponse" "ChoiceNo" "SubjectNo" "Group" "CorrObjResp" "Accuracy" "SeenHit" "FalseSeenHit" "ContextAccuracy" "ObjectType" "ItemOrder" "CuriosityRating" "ItemOrderType" "CuriosityRatingType"
"Squeezer" "Library" "Seen" "Library" 3 "P12" "Novel" "Seen" 1 1 0 1 "Old" 3 7 "Early" "High"
"Teacup" "Library" "Familiar" "Library" 4 "P12" "Novel" "Seen" 1 0 0 1 "Old" 6 7 "Late" "High"
"EggBeater" "LivingRoom" "Seen" "LivingRoom" 3 "P12" "Novel" "Seen" 1 1 0 1 "Old" 3 7 "Early" "High"
"HTCViveController" "LivingRoom" "New" "None" 1 "P12" "Novel" "Seen" 0 0 0 0 "Old" 5 7 "Late" "High"
"MechanicalGloves" "LivingRoom" "Seen" "LivingRoom" 1 "P12" "Novel" "Seen" 1 1 0 1 "Old" 1 7 "Early" "High"
"Muffin" "LivingRoom" "New" "None" 2 "P12" "Novel" "Seen" 0 0 0 0 "Old" 4 7 "Late" "High"
"OfficeBin" "LivingRoom" "New" "None" 3 "P12" "Novel" "Seen" 0 0 0 0 "Old" 2 7 "Early" "High"
"PiggyBank" "LivingRoom" "Seen" "LivingRoom" 2 "P12" "Novel" "Seen" 1 1 0 1 "Old" 6 7 "Late" "High"
"Cabbaage" "StorageRoom" "Seen" "StorageRoom" 2 "P12" "Novel" "Seen" 1 1 0 1 "Old" 1 7 "Early" "High"
"CleaningBucket" "StorageRoom" "Familiar" "StorageRoom" 4 "P12" "Novel" "Seen" 1 0 0 1 "Old" 5 7 "Late" "High"
"Openner" "StorageRoom" "Seen" "StorageRoom" 2 "P12" "Novel" "Seen" 1 1 0 1 "Old" 4 7 "Late" "High"
"Paprika" "StorageRoom" "Seen" "Gym" 3 "P12" "Novel" "Seen" 1 1 0 0 "Old" 2 7 "Early" "High"
"SaltSub" "StorageRoom" "Seen" "Library" 3 "P12" "Novel" "Seen" 1 1 0 0 "Old" 6 7 "Late" "High"
"Toaster" "StorageRoom" "New" "None" 3 "P12" "Novel" "Seen" 0 0 0 0 "Old" 3 7 "Early" "High"
"Hammer" "Bedroom" "Familiar" "Classroom" 1 "P25" "Novel" "Seen" 1 0 0 0 "Old" 5 7 "Late" "High"
"HTCVive" "Bedroom" "Seen" "Bedroom" 2 "P25" "Novel" "Seen" 1 1 0 1 "Old" 3 7 "Early" "High"
"Microphone" "Bedroom" "Seen" "Bedroom" 1 "P25" "Novel" "Seen" 1 1 0 1 "Old" 1 7 "Early" "High"
"PaperCoffeeCup" "Bedroom" "New" "None" 4 "P25" "Novel" "Seen" 0 0 0 0 "Old" 4 7 "Late" "High"
"Pinza" "Bedroom" "Seen" "StorageRoom" 2 "P25" "Novel" "Seen" 1 1 0 0 "Old" 2 7 "Early" "High"
"RockingHorse" "Bedroom" "Seen" "Gym" 3 "P25" "Novel" "Seen" 1 1 0 0 "Old" 6 7 "Late" "High"
"Bread" "Classroom" "Seen" "Classroom" 2 "P25" "Novel" "Seen" 1 1 0 1 "Old" 2 6 "Early" "High"
"Clamps" "Classroom" "Seen" "Library" 3 "P25" "Novel" "Seen" 1 1 0 0 "Old" 3 6 "Early" "High"
"FirstAidKit" "Classroom" "Seen" "StorageRoom" 2 "P25" "Novel" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"OldRadio" "Classroom" "Familiar" "Classroom" 3 "P25" "Novel" "Seen" 1 0 0 1 "Old" 6 6 "Late" "High"
"UGGboot" "Classroom" "Seen" "Classroom" 1 "P25" "Novel" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"WineBottle" "Classroom" "Seen" "Classroom" 2 "P25" "Novel" "Seen" 1 1 0 1 "Old" 4 6 "Late" "High"
"CoffeeMachine" "Gym" "Seen" "Gym" 1 "P25" "Novel" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"CokeCan" "Gym" "Seen" "LivingRoom" 1 "P25" "Novel" "Seen" 1 1 0 0 "Old" 5 5 "Late" "High"
"Matrioshka" "Gym" "Seen" "Gym" 3 "P25" "Novel" "Seen" 1 1 0 1 "Old" 3 5 "Early" "High"
"MobilePhone" "Gym" "New" "None" 3 "P25" "Novel" "Seen" 0 0 0 0 "Old" 4 5 "Late" "High"
"MosquitoRacket" "Gym" "Seen" "Gym" 1 "P25" "Novel" "Seen" 1 1 0 1 "Old" 6 5 "Late" "High"
"Toothpaste" "Gym" "Seen" "Gym" 4 "P25" "Novel" "Seen" 1 1 0 1 "Old" 2 5 "Early" "High"
"DeskLight" "Library" "Familiar" "Bedroom" 4 "P25" "Familiar" "Seen" 1 0 0 0 "Old" 5 2 "Late" "Low"
"Laptop" "Library" "Familiar" "Classroom" 4 "P25" "Familiar" "Seen" 1 0 0 0 "Old" 4 2 "Late" "Low"
"Official hat" "Library" "New" "None" 4 "P25" "Familiar" "Seen" 0 0 0 0 "Old" 1 2 "Early" "Low"
"Pumpkin" "Library" "Seen" "Library" 4 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 6 2 "Late" "Low"
"Router" "Library" "Seen" "Library" 1 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 3 2 "Early" "Low"
"TennisBall" "Library" "Seen" "Library" 3 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 2 2 "Early" "Low"
"Canister" "LivingRoom" "Seen" "LivingRoom" 3 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 2 3 "Early" "Low"
"Chaynik" "LivingRoom" "Seen" "LivingRoom" 3 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 4 3 "Late" "Low"
"CinRoll" "LivingRoom" "Seen" "Bedroom" 3 "P25" "Familiar" "Seen" 1 1 0 0 "Old" 5 3 "Late" "Low"
"Jug" "LivingRoom" "Seen" "LivingRoom" 1 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 6 3 "Late" "Low"
"Recorder" "LivingRoom" "Seen" "LivingRoom" 4 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 1 3 "Early" "Low"
"StrawberryDonut" "LivingRoom" "Seen" "Classroom" 2 "P25" "Familiar" "Seen" 1 1 0 0 "Old" 3 3 "Early" "Low"
"BallonDog" "StorageRoom" "Seen" "StorageRoom" 2 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 6 1 "Late" "Low"
"Basket" "StorageRoom" "New" "None" 1 "P25" "Familiar" "Seen" 0 0 0 0 "Old" 1 1 "Early" "Low"
"FireExtinguisher" "StorageRoom" "Seen" "StorageRoom" 4 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 2 1 "Early" "Low"
"Glasses" "StorageRoom" "Seen" "StorageRoom" 3 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 3 1 "Early" "Low"
"NailScissors" "StorageRoom" "Seen" "StorageRoom" 4 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 4 1 "Late" "Low"
"ShowerHead" "StorageRoom" "Seen" "StorageRoom" 2 "P25" "Familiar" "Seen" 1 1 0 1 "Old" 5 1 "Late" "Low"
