"Room" "Item" "Order" "SubjectNo"
"Library" "HandDrill" 5 "P84"
"Library" "Mushroom" 6 "P84"
"LivingRoom" "Padella" 1 "P84"
"LivingRoom" "OfficeBin" 2 "P84"
"LivingRoom" "Cabbaage" 3 "P84"
"LivingRoom" "RugbyBall" 4 "P84"
"LivingRoom" "Headphones" 5 "P84"
"LivingRoom" "SaltSub" 6 "P84"
"StorageRoom" "Controller" 1 "P84"
"StorageRoom" "CleaningBucket" 2 "P84"
"StorageRoom" "Mouse" 3 "P84"
"StorageRoom" "Muffin" 4 "P84"
"StorageRoom" "Teacup" 5 "P84"
"StorageRoom" "HTCViveController" 6 "P84"
"Bedroom" "Typewriter" 1 "P85"
"Bedroom" "Squeezer" 2 "P85"
"Bedroom" "Openner" 3 "P85"
"Bedroom" "MechanicalGloves" 4 "P85"
"Bedroom" "Kettle" 5 "P85"
"Bedroom" "Paprika" 6 "P85"
"Classroom" "Calculator" 1 "P85"
"Classroom" "EggBeater" 2 "P85"
"Classroom" "PencilSharpener" 3 "P85"
"Classroom" "JBLSpeaker" 4 "P85"
"Classroom" "MokeExpress" 5 "P85"
"Classroom" "Pineapple" 6 "P85"
"Gym" "Stapler" 1 "P85"
"Gym" "Grape" 2 "P85"
"Gym" "NikonCamera" 3 "P85"
"Gym" "Spoons" 4 "P85"
"Gym" "Avocado" 5 "P85"
"Gym" "MilkCarton" 6 "P85"
"Library" "Apple" 1 "P85"
"Library" "BaseballBat" 2 "P85"
"Library" "Toaster" 3 "P85"
"Library" "PiggyBank" 4 "P85"
"Library" "HandDrill" 5 "P85"
"Library" "Mushroom" 6 "P85"
"LivingRoom" "Padella" 1 "P85"
"LivingRoom" "OfficeBin" 2 "P85"
"LivingRoom" "Cabbaage" 3 "P85"
"LivingRoom" "RugbyBall" 4 "P85"
"LivingRoom" "Headphones" 5 "P85"
"LivingRoom" "SaltSub" 6 "P85"
"StorageRoom" "Controller" 1 "P85"
"StorageRoom" "CleaningBucket" 2 "P85"
"StorageRoom" "Mouse" 3 "P85"
"StorageRoom" "Muffin" 4 "P85"
"StorageRoom" "Teacup" 5 "P85"
"StorageRoom" "HTCViveController" 6 "P85"
"Bedroom" "Mushroom" 1 "P86"
"Bedroom" "Typewriter" 2 "P86"
"Bedroom" "CleaningBucket" 3 "P86"
"Bedroom" "PencilSharpener" 4 "P86"
"Bedroom" "Padella" 5 "P86"
"Bedroom" "Cabbaage" 6 "P86"
"Classroom" "Mouse" 1 "P86"
"Classroom" "EggBeater" 2 "P86"
"Classroom" "BaseballBat" 3 "P86"
"Classroom" "Teacup" 4 "P86"
"Classroom" "NikonCamera" 5 "P86"
"Classroom" "Openner" 6 "P86"
"Gym" "MechanicalGloves" 1 "P86"
"Gym" "Kettle" 2 "P86"
"Gym" "Headphones" 3 "P86"
"Gym" "Calculator" 4 "P86"
"Gym" "RugbyBall" 5 "P86"
"Gym" "Avocado" 6 "P86"
"Library" "JBLSpeaker" 1 "P86"
"Library" "Paprika" 2 "P86"
"Library" "Squeezer" 3 "P86"
"Library" "Spoons" 4 "P86"
"Library" "Apple" 5 "P86"
"Library" "HandDrill" 6 "P86"
"LivingRoom" "Stapler" 1 "P86"
"LivingRoom" "Grape" 2 "P86"
"LivingRoom" "Pineapple" 3 "P86"
"LivingRoom" "OfficeBin" 4 "P86"
"LivingRoom" "HTCViveController" 5 "P86"
"LivingRoom" "MilkCarton" 6 "P86"
"StorageRoom" "Controller" 1 "P86"
"StorageRoom" "SaltSub" 2 "P86"
"StorageRoom" "Toaster" 3 "P86"
"StorageRoom" "PiggyBank" 4 "P86"
"StorageRoom" "Muffin" 5 "P86"
"StorageRoom" "MokeExpress" 6 "P86"
"Bedroom" "Mushroom" 1 "P87"
"Bedroom" "Typewriter" 2 "P87"
"Bedroom" "CleaningBucket" 3 "P87"
"Bedroom" "PencilSharpener" 4 "P87"
"Bedroom" "Padella" 5 "P87"
"Bedroom" "Cabbaage" 6 "P87"
"Classroom" "Mouse" 1 "P87"
"Classroom" "EggBeater" 2 "P87"
"Classroom" "BaseballBat" 3 "P87"
"Classroom" "Teacup" 4 "P87"
"Classroom" "NikonCamera" 5 "P87"
"Classroom" "Openner" 6 "P87"
"Gym" "MechanicalGloves" 1 "P87"
"Gym" "Kettle" 2 "P87"
"Gym" "Headphones" 3 "P87"
"Gym" "Calculator" 4 "P87"
"Gym" "RugbyBall" 5 "P87"
"Gym" "Avocado" 6 "P87"
"Library" "JBLSpeaker" 1 "P87"
"Library" "Paprika" 2 "P87"
"Library" "Squeezer" 3 "P87"
"Library" "Spoons" 4 "P87"
"Library" "Apple" 5 "P87"
"Library" "HandDrill" 6 "P87"
"LivingRoom" "Stapler" 1 "P87"
"LivingRoom" "Grape" 2 "P87"
"LivingRoom" "Pineapple" 3 "P87"
"LivingRoom" "OfficeBin" 4 "P87"
"LivingRoom" "HTCViveController" 5 "P87"
"LivingRoom" "MilkCarton" 6 "P87"
"StorageRoom" "Controller" 1 "P87"
"StorageRoom" "SaltSub" 2 "P87"
"StorageRoom" "Toaster" 3 "P87"
"StorageRoom" "PiggyBank" 4 "P87"
"StorageRoom" "Muffin" 5 "P87"
"StorageRoom" "MokeExpress" 6 "P87"
